Label,Text
Agriculture,ምክትል ቀዳማይ ሚኒስትር  ሚኒስትር ጉዳያት ወፃኢን ኣይተ ደመቀ መኮንን፣ ኣፈ ጉባኤታት ክልቲኦም ኣቢያተ ምኽሪን ሚኒስትራትን ዘካተተ ልኡኽ ኣብ ክልል ኦሮሚያ ዝተፈላለዩ ከባቢታት ዝርከቡ ዝራእቲ ሕርሻ ዑደት ገይሮም። ኣብ ካልኣይ መዓልቲ ዑደቶም፥ ኣብ ዞባ ምዕራብ ኣርሲ ዝርከብ መራብሒ ምሩፅ ዘርኢ ሕርሻ ሴሮፍታ ተዓዚቦም። ንኢትዮጵያ ምልዋጥ ዝከኣል ሕርሻ እንትዝምን ስለዝኾነ፥ እዚ ጋህዲ ንምግባር ኩሉ በቢዓውዱ ዝተዋፈረ ሰብ ሓላፍነቱ ክዋፃእ ከምዝግባእ ተሳተፍቲ እቲ ዑደት ምግላፆም ግዜኢ ፀብፂቡ፡፡
Agriculture,ኣምብሳድር  ኢትዮጵያ  ኣብ ጣሊያን ደሚቱ ሃምቢሳ ምስ  ዋና ዳይሬክተር ትካል ምግብን ሕርሻን  ውድብ ሕቡራት መንግስታት(ፋኦ) ዶክተር ኩ ዶንግዩ ተዛቲየን። እቲ ትካለ ምስ ኢትዮጵያ ብዛዕባ ዘለዎ ሽርክናን ምትሕብባርን ብፍላይ ኣብ ዝሓለፉ  ዓመታት ኣንበጣ ኣብ ምክልኻል፣ ልምዓት ህንፀት ዓቕምን ስራሕቲ ንዘገበሮ ድጋፍ ኣመስጊነን፡፡ ኣምባሳደር ደሚቱ÷ ኢትዮጵያ ብልዑል ናይ ምግቢ ሜካናይዜሽን፣ ማዳበሪያ አቕርቦትን አግሮ ኢንዱስትሪ መቀነባበሪ ፋብሪካታትን ብምጥንኻር ናይ ምግቢ ውሕስና ንምርግጋፅ እትገብሮ ፃዕሪ ኣብሪሀን፡፡ እቶም ዋና ዳይሬክተሩ ድማ  ምስ ኢትዮጵያ ሓቢሮም ንምስራሕ ዘለዎም ድልየትምርግጋፆም ካብ  ሚኒስቴር ጉዳያት ወፃኢ ዝረኸብናዮ ሓበሬታ የረድእ፡፡
Agriculture,ርእሰ ምምሕዳር ክልል ኣምሓራ ኣይተ ኣገኘሁ ተሻገር ምስ ልኡኽ ትካል ምግቢን ሕርሻን ዓለም (ፋኦ) ተዛቲዮም። እቶም ርእሰ ምምሕዳር ጉጅለ ግብረ ራዕዲ ሸሊኹ ኣብ ዘኣተወሎም ከባቢታት ህፁፅ ሰብኣዊ ሓገዝ ከምዘድሊ ኣብቲ ዘተ ኣልዒሎም፡፡ ኣብቶም ከባቢታት ቅድሚሕዚ ወራር ኣምበጣ ኣብ ልዕሊ ዝራእቶም ዘስዐቦ ጉድኣት እውን ኣብሪሆም፡፡ ኣይተ ኣገኘሁ ከምዝገለፁዎ፥ ግብረ ራዕዲ ህወሓት ሸሊኹ ኣብ ዘኣተወሎም ከባቢታት ዜጋታት እናቐተለ፣ ካብ መረበቶም እናመዛበለ፣ ሃፍቲን ንብረትን እናሰረቐ፣ እናዕነወን እኹል ምግቢ ከይረኽቡ እናገበረን ከምዝርከብ ገሊፆም። ስለዝኾነ ድማ እቲ ትካል ኣብቶም ከባቢታት ህፁፅ ሰብኣዊ ሓገዝ ንኸቕርብ ሓቲቶም፡፡ ኣብቲ እዋን ዘተ ቀፀልቲ ኣንፈታት ክቕመጡ ኢዮም ዝብል ትፅቢት ከምዘሎ ኣሚኮ ፀብፂቡ፡፡
Agriculture,ሚኒስትር ሕርሻ ኣይተ ዑመር ሑሴን ሓዱሽ ዓመት 2014 ዓ.ም  ምኽንያት ብምግባር ንሓረስቶትን ሰበኽ ሳግምን መልእኽቲ እንኳዕ ኣብፀሐኩም ኣመሓላሊፎም። እቶም ሚኒስትር ኣብ መልእኽቶም፥ ንመላእ ሓረስቶትን ሰበኽ ሳግምን፣ በቢብርኩ ንዝርከቡ ኣመራርሓታትን ሰብ ሞያን ዓውዲ ሕርሻ፣ ብፍላይ ድማ ንሓረስቶትን ሰበኽ ሳግምን ብቐረባ ሙያዊ ሓገዝ እናሃቡ ንዝርከቡ ሰራሕተኛታት ልምዓት ጣቢያ፣ መሓዙትን መዳርግቲ ኣኣካላትን ከምኡ እውን ንመላእ ህዝቢ ኢትዮጵያ እንኳዕ ንሓዱሽ ዓመት ኣብፀሐኩም ኢሎም። “ሓዱሽ ዓመት ሰላምና ኣረጋጊፅና ብሙሉእ ዓቕምና ልምዓትና ነቀላጥፈሉን ኣብ ዓውዲ ሕርሻ ዝረኸብናዮም ውፅኢታት ብምቕፃል ተወሳኺ ዓወታት ነመዝግበሉ ዓመት ክኾነልና ይምነ” ክብሉ ሰናይ ትምኒቶም ገሊፆም።
Agriculture,ብፍርያት ምግቢ ባዕልኻ ንምኽኣል ዝተኻየደ ኩለመዳይ ፃዕሪ ኣብ በጀት ዓመት 2013 ፍርያት ዝራእቲ ክረምቲ ናብ 342 ሚሊየን ኩንታል ክብ ከምዝበለ ሚኒስትር ሕርሻ ኣፍሊጡ። ብትሑት ትሕዝቶ ዝፈሪ ዋና ዋና ዝራእቲ ክረምቲ፥ ኣብ በጀት ዓመት 2003 ካብ ዝነበሮ 222 ሚሊየን ኩንታል ኣብ ዝተዛዘመ በጀት ዓመት ናብ 342 ሚሊየን ኩንታል ከዓቢ ክኢሉ። ካብቲ ሚኒስቴር ዝተረኸበ ሓበሬታ ከምዘመላኽቶ፥ ኣብ ትሑት ትሕዝቶ ዝፈሪ ፍርያት ክረምቲ ኣትክልቲን ፍረምረን፤ ኣብ በጀት ዓመት 2003 ካብ ዝነበሮ 22 ሚሊየን ኩንታል ኣብ በጀት ዓመት 2013 ዓ.ም 60 ሚሊየን ኩንታል በፂሑ ኢዩ። ሓፈሻዊ ሃገራዊ ዕቤት ሕርሻ ኢትዮጵያ ካብ በጀት ዓመት 2003 ክሳብ 2012 ዓ.ም 8 ሚኢታዊ ማእኸላይ ዕቤት ንምምዝጋብ ተተሊሙ በቢዓመቱ 5 ነጥቢ 3 ዕቤት ከምዝተመዝገበ ኢዩ እቲ ሓበሬታ ዝሕብር። ማእኸላይ ዓመታዊ ፍርያት ዝራእቲ 6 ኝተቢ 1 ሚኢታዊ ከምኡ እውን ሃፍቲ እንስሳት 3 ነጥቢ 7 ሚኢታዊ ከዓቢ ክኢሉ።
Agriculture,ኣብ ዝተፈላለዩ ከባቢታት ህወሓት ዘዋፈሮም ግብረ ራዕዳውያን ብመሓዝ ናብ ሕጊ ንምቕራብ ዘኽእል ግብረ ሓይሊ ተጣሳይሹ ኣዲስ ኣበባ፣ 18 ነሓሰ፣ 2013 (ኤፍ ቢ ሲ)ህወሓት ዘዋፈሮም ግብረ ራዕዳውያ ብመሓዝ ናብ ሕጊ ንምቕራብን ብዝተዋደዱ ገበናት ዝሰሳተፉን ኣካላት ብምቁፅፃርን ልዕልነት ሕጊ ምዕሳል ዘኽእል ሓበራዊ ግብረ ሓይሊ ተጣይሹ። እቲ ግብረ ሓይሊ ብቢሮ ምርመራ ገበን ፖሊስ ፌዴራል ኢትዮጵያ ዝምራሕ እንትኸውን፥ ኩሎም ክልላት ኣብ ካልኦት ጎረባብቲ ክልላት ምስ ዝርከቡ ዘፈራት ምርመራ ገበን ኣብ ሓደ ዘጣመረ ከምዝኾነ ተገሊፁ፡፡ ሓላፊ ቢሮ ምርመራ ገበን ፖሊስ ፌዴራል ኢትዮጵያ ምክትል ኮሚሽነር ጄነራል ዘላለም መንግስቴ፥ እቲ ግብረ ሓይሊ ኣብ ዝተፈላለዩ ክፋላት እታ ሃገር ህወሓት ዘዋፈሮም ግብረ ራዕዳውያን ብመሓዝ ናብ ሕጊ ካብ ምቕራብ ሓሊፉ ብዝተወደቡ ገበናትን ብኻልኦት ጥሕሰት ገበናትን ዝሳተፉ ኣካላት ብምቁፅፃር ልዕልነት ሕጊ ዝዓሰላ ሃገር ንምቕፃል ልዑል ረብሓ ከምዝህልዎ ኣብሪሆም፡፡
Agriculture,መንግስቲ ንሓረስቶት ስራሕቲ ሕርሻ ንኸካይዱን ሰብኣዊ ሓገዝ ንክመቻቸን እንተገበረ እውን ተረፍ መረፍ ህወሓት ንኣወሃህባ ሓገዝ ፅንቅፋት ይኾኑ ኣለዉ ክብል ቤት ፅሕፈት ቀዳማይ ሚንስትር ገሊፁ። በይናዊ ደው ምባል ተኹሲ ቅድሚ ምውሳኑን  ሰራዊት ምክልኻል ሃገር ካብ መቐለን ካልኦት ከተማታት ትግራይን ቅድሚ ምውፅኡን ብሄራዊ ኣተሓባባሪ ኮሚቴ ህፁፅ ጊዘን ኣብ ዝሓለፉ ኣዋርሕ ብሰለስተ ዙራት ደገፍ እናገበረ ፀኒሑ ኢዩ። ብተወሳኺ እቲ ኮሚቴ ኣብ መኽዘን 400 ሺሕ ኩንታል ስንዳይ፣ 2 ነጥቢ 5 ሚሊየን ዘይቲ ብልዒ፣ 14 ሚሊየን ሊትሮ ነዳዲ ንሕብረተሰብ ንክኸውን ክቕመጥ ገይሩ ኢዩ። ዓለም ለኸ ትካላት ረድኢት ንዝተፀገሙ ወገናት ዘይተገደበ ሰብኣዊ ሓገዝ ንክገብራ መንግስቲ ፍቓድ ከምዝሃበ ገሊፁ። ይኹን እንበር መንግስቲ ንሓረስቶት ስራሕቲ ሕርሻ ንኸካይዱን ሰብኣዊ ሓገዝ ንክመቻቸን እንተገበረ እውን ተረፍ መረፍ ህወሓት ንኣወሃህባ ሓገዝ ፅንቅፋት ይኾኑ ኣለዉ ክብል እቲ ቤት ፅሕፈት  ኣብ ዘውፀኦ መግለፂ ኣፍሊጡ።
Agriculture,ንኽረምታዊ እዋን ዓመት 2013/14 ክሳብ ሕዚ 5 ሚሊየን ሄክታር መሬት ብዝተፈለላዩ ዝራእቲ ከምዝተሸፈነ ሚኒስትር ሕርሻ ኣይተ ዑመር ሑሴን ገሊፆም። ኣብ እዋን ክረምቲ ብዝተፈላለዩ ዝራእቲ ክሽፈን ኢዩ ካብ ሞንጎ ዝተብሃለ 13 ነጥቢ 5 ሚሊየን ሄክታር መሬት፥ ክሳብ ሕዚ 5 ሚሊየን ሄክታር መሬት ብዝራእቲ ከምዝተሸፈነ እቶም ሚኒስትር ምስ ፋና ብሮድካስቲንግ ኮርፖሬት ኣብ ዝገበሩዎ ፃንሒት ተዛሪቦም። ኣይተ ዑመር ኣብ መብርሂኦም፥ ኣብዚ ሕዚ እዋን 6 ሚሊየን ሄክታር መሬት ብዝራእቲ ክሽፈን ከምዝነበሮ ገሊፆም። እቲ እዋን ውፅታዊ ንምግባር ካብ ምልስላስ መሬት ጀሚሩ ሰብ ሞያን ኣድለይቲ እታወታትን ናይ ምድላው ስራሕቲ ከምዝተሰርሑ ዝገለፁ እቶም ሚኒስትር፥ ይኹን እምበር ምስ ሕፅት ዝናብን መሰል ምኽንያታትን ተተሓሒዙ እቲ ዝተትሓዘ ትልሚ ክዕወት ኣይከኣል እምበር ከይዲ ወፍሪ ምዝራእ ብፅቡቕ ኩነታት እናተሳለጠ ከምዝኾነ ኣብሪሆም።
Agriculture,ኣብዚ ዓመት ኣብ ተፋሰስ ኣባይ ልዕሊ 4 ነጥቢ 5 ፈልሲታት ከምዝትከል ሚኒስቴር ሕርሻ ገሊፁ። ኣብ መርሃ ግብሪ ሓምለዋይ ኣሰር ልዕሊ 7 ነጥቢ 4 ቢሊየን ፈልሲታት እናተተኸለ ከምዝርከብ ዝገለፁ ሚኒስትር ዲኤታ ሕርሻ ሳኒ ረዲ፥ እቲ ልዕሊ 4 ነጥቢ 5 ቢሊየን ኣብ ከባቢ ተፋሰስ ኣባይ ዝትከል ከምዝኾነ ኣብሪሆም። ኣብ ተፋሰስ ኣባ ዝስርሑ ስራሕቲ ሓለዋ ሃፍቲ ተፈጥሮ ብምጥንኻር ግድብ ህዳሰ ካብ ደለል ንምክልኻል ፃዕሪ እናተገበረ ከምዝኾነ ኣይተ ሳኒ ተዛሪቦም። ናብ ግድብ ህዳሰ ዝኣቱ ደለል ብ50 ሚኢታዊ ምንካይ እንተተኻኢሉ እቲ ግድብ ልዕሊ 140 ቢሊየን ዶላር ተወሳኺ ኣታዊ ከምዘምፅእ ይግመት። ዕድመ ኣገልግሎት እቲ ግድብ ናብ 375 ዓመታት ከዕብዮ ኢዩ ዝብል እምነት ከምዘሎ እውን ተሓቢሩ።
Agriculture,ኣብ ክልል ትግራይ  ሓረስቶት ኣብ ስራሕቲ ሕርሻ ተዋፊሩ ንኸፍሪ መንግስቲ ኣድላዪ ዘበለ እታወት ሕርሻ እናቕረበ ከምዝኾነ ቢሮ ሕርሻ እቲ ክልል ኣፍሊጡ። ምክትል ሓላፊ ቢሮ ሕርሻን ልምዓት ገፀርን ግዚያዊ ምምሕዳ ትግራይ ኣይተ ብርሃነ ኣርኣያ ከምዝገለፁዎ፥ ዝተፈፀረ ፀገም ንሓረስቶት ጎዲኡ ኢዩ፡፡ ስለዝኾነ ድማ ሓረስቶት ኣብዚ ሕዚ እዋን ካብ ዘለዉዎ ተሓጋዛይነት ንኽናገፉን ርእሶም ንኽኽእሉን ኣብ ስራሕቲ ሕርሻ ምትኳ ከምዘለዎ ብምግላፅ፥ ኣብ ሓረስቶት ተበግሶ ከምዘሎን እታወታት ንኽቐርቡ እናሓተቱ ከምዝኾኑን ገሊፆም። እቲ ግዚያዊ ምምሕዳር ሓረስቶት ሕፅረት ምሩፅ ዘርኢ ከየጋጥሞም እናሰርሐ ከምዝኾነ እውን ተዛሪቦም። ክሳብ ሕዚ ልዕሊ 66 ሺሕ ኩንታል ዝተፈላለየ ዓሌታት ምሩፅ ዘርኢ ምትእኽኻብ ከምዝተኽኣለ ዝገለፁ እቶም ምክትል ሓላፊ፥ ኣብ ውሽጢ ሓደ ሰሙን ልዕሊ 10 ሺሕ ምሩፅ ዘርኢ ናብ ሓረስቶት ከምዝተኸፋፈለ ኣብሪሆም።
